label,key,description,condition,category,technique,track_type,organism,strain,haplotype,first_author,pubmed_id
Shivarathri_WT_casp_45min_II_HapA_alignments,Shivarathri et al DGE for WT on caspofungin 45 min (biol rep II; hap A) alignments,"Aligned strand-specific single-end reads, SC5314 casp_45",caspofungin 45 min,Gene Expression,RNA-Seq,alignments,C. albicans,SC5314,A,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_casp_45min_II_HapA_coverage,Shivarathri et al DGE for WT on caspofungin 45 min (biol rep II; hap A) coverage,"Read coverage, SC5314 casp_45",caspofungin 45 min,Gene Expression,RNA-Seq,coverage,C. albicans,SC5314,A,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_casp_45min_II_HapA_density,Shivarathri et al DGE for WT on caspofungin 45 min (biol rep II; hap A) density,"Read density, SC5314 casp_45",caspofungin 45 min,Gene Expression,RNA-Seq,density,C. albicans,SC5314,A,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_gcn5_control_II_HapA_alignments,Shivarathri et al gcn5 control (biol rep II; hap A) alignments,"Aligned strand-specific single-end reads, SC5314_gcn5 control",control,Gene Expression,RNA-Seq,alignments,C. albicans,SC5314_gcn5,A,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_gcn5_control_II_HapA_coverage,Shivarathri et al gcn5 control (biol rep II; hap A) coverage,"Read coverage, SC5314_gcn5 control",control,Gene Expression,RNA-Seq,coverage,C. albicans,SC5314_gcn5,A,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_gcn5_control_II_HapA_density,Shivarathri et al gcn5 control (biol rep II; hap A) density,"Read density, SC5314_gcn5 control",control,Gene Expression,RNA-Seq,density,C. albicans,SC5314_gcn5,A,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_control_III_HapA_alignments,Shivarathri et al WT control (biol rep III; hap A) alignments,"Aligned strand-specific single-end reads, SC5314 control",control,Gene Expression,RNA-Seq,alignments,C. albicans,SC5314,A,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_control_III_HapA_coverage,Shivarathri et al WT control (biol rep III; hap A) coverage,"Read coverage, SC5314 control",control,Gene Expression,RNA-Seq,coverage,C. albicans,SC5314,A,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_control_III_HapA_density,Shivarathri et al WT control (biol rep III; hap A) density,"Read density, SC5314 control",control,Gene Expression,RNA-Seq,density,C. albicans,SC5314,A,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_casp_15min_III_HapA_alignments,Shivarathri et al DGE for WT on caspofungin 15 min (biol rep III; hap A) alignments,"Aligned strand-specific single-end reads, SC5314 casp_15",caspofungin 15 min,Gene Expression,RNA-Seq,alignments,C. albicans,SC5314,A,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_casp_15min_III_HapA_coverage,Shivarathri et al DGE for WT on caspofungin 15 min (biol rep III; hap A) coverage,"Read coverage, SC5314 casp_15",caspofungin 15 min,Gene Expression,RNA-Seq,coverage,C. albicans,SC5314,A,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_casp_15min_III_HapA_density,Shivarathri et al DGE for WT on caspofungin 15 min (biol rep III; hap A) density,"Read density, SC5314 casp_15",caspofungin 15 min,Gene Expression,RNA-Seq,density,C. albicans,SC5314,A,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_casp_45min_III_HapA_alignments,Shivarathri et al DGE for WT on caspofungin 45 min (biol rep III; hap A) alignments,"Aligned strand-specific single-end reads, SC5314 casp_45",caspofungin 45 min,Gene Expression,RNA-Seq,alignments,C. albicans,SC5314,A,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_casp_45min_III_HapA_coverage,Shivarathri et al DGE for WT on caspofungin 45 min (biol rep III; hap A) coverage,"Read coverage, SC5314 casp_45",caspofungin 45 min,Gene Expression,RNA-Seq,coverage,C. albicans,SC5314,A,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_casp_45min_III_HapA_density,Shivarathri et al DGE for WT on caspofungin 45 min (biol rep III; hap A) density,"Read density, SC5314 casp_45",caspofungin 45 min,Gene Expression,RNA-Seq,density,C. albicans,SC5314,A,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_gcn5_control_III_HapA_alignments,Shivarathri et al gcn5 control (biol rep III; hap A) alignments,"Aligned strand-specific single-end reads, SC5314_gcn5 control",control,Gene Expression,RNA-Seq,alignments,C. albicans,SC5314_gcn5,A,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_gcn5_control_III_HapA_coverage,Shivarathri et al gcn5 control (biol rep III; hap A) coverage,"Read coverage, SC5314_gcn5 control",control,Gene Expression,RNA-Seq,coverage,C. albicans,SC5314_gcn5,A,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_gcn5_control_III_HapA_density,Shivarathri et al gcn5 control (biol rep III; hap A) density,"Read density, SC5314_gcn5 control",control,Gene Expression,RNA-Seq,density,C. albicans,SC5314_gcn5,A,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_gcn5_casp_15min_II_HapA_alignments,Shivarathri et al DGE for gcn5 on caspofungin 15 min (biol rep II; hap A) alignments,"Aligned strand-specific single-end reads, SC5314_gcn5 casp_15",caspofungin 15 min,Gene Expression,RNA-Seq,alignments,C. albicans,SC5314_gcn5,A,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_gcn5_casp_15min_II_HapA_coverage,Shivarathri et al DGE for gcn5 on caspofungin 15 min (biol rep II; hap A) coverage,"Read coverage, SC5314_gcn5 casp_15",caspofungin 15 min,Gene Expression,RNA-Seq,coverage,C. albicans,SC5314_gcn5,A,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_gcn5_casp_15min_II_HapA_density,Shivarathri et al DGE for gcn5 on caspofungin 15 min (biol rep II; hap A) density,"Read density, SC5314_gcn5 casp_15",caspofungin 15 min,Gene Expression,RNA-Seq,density,C. albicans,SC5314_gcn5,A,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_gcn5_casp_45min_II_HapA_alignments,Shivarathri et al DGE for gcn5 on caspofungin 45 min (biol rep II; hap A) alignments,"Aligned strand-specific single-end reads, SC5314_gcn5 casp_45",caspofungin 45 min,Gene Expression,RNA-Seq,alignments,C. albicans,SC5314_gcn5,A,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_gcn5_casp_45min_II_HapA_coverage,Shivarathri et al DGE for gcn5 on caspofungin 45 min (biol rep II; hap A) coverage,"Read coverage, SC5314_gcn5 casp_45",caspofungin 45 min,Gene Expression,RNA-Seq,coverage,C. albicans,SC5314_gcn5,A,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_gcn5_casp_45min_II_HapA_density,Shivarathri et al DGE for gcn5 on caspofungin 45 min (biol rep II; hap A) density,"Read density, SC5314_gcn5 casp_45",caspofungin 45 min,Gene Expression,RNA-Seq,density,C. albicans,SC5314_gcn5,A,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_control_I_HapB_alignments,Shivarathri et al WT control (biol rep I; hap B) alignments,"Aligned strand-specific single-end reads, SC5314 control",control,Gene Expression,RNA-Seq,alignments,C. albicans,SC5314,B,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_control_I_HapB_coverage,Shivarathri et al WT control (biol rep I; hap B) coverage,"Read coverage, SC5314 control",control,Gene Expression,RNA-Seq,coverage,C. albicans,SC5314,B,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_control_I_HapB_density,Shivarathri et al WT control (biol rep I; hap B) density,"Read density, SC5314 control",control,Gene Expression,RNA-Seq,density,C. albicans,SC5314,B,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_casp_15min_I_HapB_alignments,Shivarathri et al DGE for WT on caspofungin 15 min (biol rep I; hap B) alignments,"Aligned strand-specific single-end reads, SC5314 casp_15",caspofungin 15 min,Gene Expression,RNA-Seq,alignments,C. albicans,SC5314,B,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_casp_15min_I_HapB_coverage,Shivarathri et al DGE for WT on caspofungin 15 min (biol rep I; hap B) coverage,"Read coverage, SC5314 casp_15",caspofungin 15 min,Gene Expression,RNA-Seq,coverage,C. albicans,SC5314,B,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_casp_15min_I_HapB_density,Shivarathri et al DGE for WT on caspofungin 15 min (biol rep I; hap B) density,"Read density, SC5314 casp_15",caspofungin 15 min,Gene Expression,RNA-Seq,density,C. albicans,SC5314,B,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_casp_45min_I_HapB_alignments,Shivarathri et al DGE for WT on caspofungin 45 min (biol rep I; hap B) alignments,"Aligned strand-specific single-end reads, SC5314 casp_45",caspofungin 45 min,Gene Expression,RNA-Seq,alignments,C. albicans,SC5314,B,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_casp_45min_I_HapB_coverage,Shivarathri et al DGE for WT on caspofungin 45 min (biol rep I; hap B) coverage,"Read coverage, SC5314 casp_45",caspofungin 45 min,Gene Expression,RNA-Seq,coverage,C. albicans,SC5314,B,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_casp_45min_I_HapB_density,Shivarathri et al DGE for WT on caspofungin 45 min (biol rep I; hap B) density,"Read density, SC5314 casp_45",caspofungin 45 min,Gene Expression,RNA-Seq,density,C. albicans,SC5314,B,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_gcn5_control_I_HapB_alignments,Shivarathri et al gcn5 control (biol rep I; hap B) alignments,"Aligned strand-specific single-end reads, SC5314_gcn5 control",control,Gene Expression,RNA-Seq,alignments,C. albicans,SC5314_gcn5,B,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_gcn5_control_I_HapB_coverage,Shivarathri et al gcn5 control (biol rep I; hap B) coverage,"Read coverage, SC5314_gcn5 control",control,Gene Expression,RNA-Seq,coverage,C. albicans,SC5314_gcn5,B,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_gcn5_control_I_HapB_density,Shivarathri et al gcn5 control (biol rep I; hap B) density,"Read density, SC5314_gcn5 control",control,Gene Expression,RNA-Seq,density,C. albicans,SC5314_gcn5,B,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_gcn5_casp_15min_I_HapB_alignments,Shivarathri et al DGE for gcn5 on caspofungin 15 min (biol rep I; hap B) alignments,"Aligned strand-specific single-end reads, SC5314_gcn5 casp_15",caspofungin 15 min,Gene Expression,RNA-Seq,alignments,C. albicans,SC5314_gcn5,B,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_gcn5_casp_15min_I_HapB_coverage,Shivarathri et al DGE for gcn5 on caspofungin 15 min (biol rep I; hap B) coverage,"Read coverage, SC5314_gcn5 casp_15",caspofungin 15 min,Gene Expression,RNA-Seq,coverage,C. albicans,SC5314_gcn5,B,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_gcn5_casp_15min_I_HapB_density,Shivarathri et al DGE for gcn5 on caspofungin 15 min (biol rep I; hap B) density,"Read density, SC5314_gcn5 casp_15",caspofungin 15 min,Gene Expression,RNA-Seq,density,C. albicans,SC5314_gcn5,B,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_gcn5_casp_45min_I_HapB_alignments,Shivarathri et al DGE for gcn5 on caspofungin 45 min (biol rep I; hap B) alignments,"Aligned strand-specific single-end reads, SC5314_gcn5 casp_45",caspofungin 45 min,Gene Expression,RNA-Seq,alignments,C. albicans,SC5314_gcn5,B,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_gcn5_casp_45min_I_HapB_coverage,Shivarathri et al DGE for gcn5 on caspofungin 45 min (biol rep I; hap B) coverage,"Read coverage, SC5314_gcn5 casp_45",caspofungin 45 min,Gene Expression,RNA-Seq,coverage,C. albicans,SC5314_gcn5,B,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_gcn5_casp_45min_I_HapB_density,Shivarathri et al DGE for gcn5 on caspofungin 45 min (biol rep I; hap B) density,"Read density, SC5314_gcn5 casp_45",caspofungin 45 min,Gene Expression,RNA-Seq,density,C. albicans,SC5314_gcn5,B,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_control_II_HapB_alignments,Shivarathri et al WT control (biol rep II; hap B) alignments,"Aligned strand-specific single-end reads, SC5314 control",control,Gene Expression,RNA-Seq,alignments,C. albicans,SC5314,B,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_control_II_HapB_coverage,Shivarathri et al WT control (biol rep II; hap B) coverage,"Read coverage, SC5314 control",control,Gene Expression,RNA-Seq,coverage,C. albicans,SC5314,B,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_control_II_HapB_density,Shivarathri et al WT control (biol rep II; hap B) density,"Read density, SC5314 control",control,Gene Expression,RNA-Seq,density,C. albicans,SC5314,B,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_casp_15min_II_HapB_alignments,Shivarathri et al DGE for WT on caspofungin 15 min (biol rep II; hap B) alignments,"Aligned strand-specific single-end reads, SC5314 casp_15",caspofungin 15 min,Gene Expression,RNA-Seq,alignments,C. albicans,SC5314,B,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_casp_15min_II_HapB_coverage,Shivarathri et al DGE for WT on caspofungin 15 min (biol rep II; hap B) coverage,"Read coverage, SC5314 casp_15",caspofungin 15 min,Gene Expression,RNA-Seq,coverage,C. albicans,SC5314,B,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_casp_15min_II_HapB_density,Shivarathri et al DGE for WT on caspofungin 15 min (biol rep II; hap B) density,"Read density, SC5314 casp_15",caspofungin 15 min,Gene Expression,RNA-Seq,density,C. albicans,SC5314,B,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_casp_45min_II_HapB_alignments,Shivarathri et al DGE for WT on caspofungin 45 min (biol rep II; hap B) alignments,"Aligned strand-specific single-end reads, SC5314 casp_45",caspofungin 45 min,Gene Expression,RNA-Seq,alignments,C. albicans,SC5314,B,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_casp_45min_II_HapB_coverage,Shivarathri et al DGE for WT on caspofungin 45 min (biol rep II; hap B) coverage,"Read coverage, SC5314 casp_45",caspofungin 45 min,Gene Expression,RNA-Seq,coverage,C. albicans,SC5314,B,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_casp_45min_II_HapB_density,Shivarathri et al DGE for WT on caspofungin 45 min (biol rep II; hap B) density,"Read density, SC5314 casp_45",caspofungin 45 min,Gene Expression,RNA-Seq,density,C. albicans,SC5314,B,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_gcn5_control_II_HapB_alignments,Shivarathri et al gcn5 control (biol rep II; hap B) alignments,"Aligned strand-specific single-end reads, SC5314_gcn5 control",control,Gene Expression,RNA-Seq,alignments,C. albicans,SC5314_gcn5,B,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_gcn5_control_II_HapB_coverage,Shivarathri et al gcn5 control (biol rep II; hap B) coverage,"Read coverage, SC5314_gcn5 control",control,Gene Expression,RNA-Seq,coverage,C. albicans,SC5314_gcn5,B,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_gcn5_control_II_HapB_density,Shivarathri et al gcn5 control (biol rep II; hap B) density,"Read density, SC5314_gcn5 control",control,Gene Expression,RNA-Seq,density,C. albicans,SC5314_gcn5,B,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_control_III_HapB_alignments,Shivarathri et al WT control (biol rep III; hap B) alignments,"Aligned strand-specific single-end reads, SC5314 control",control,Gene Expression,RNA-Seq,alignments,C. albicans,SC5314,B,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_control_III_HapB_coverage,Shivarathri et al WT control (biol rep III; hap B) coverage,"Read coverage, SC5314 control",control,Gene Expression,RNA-Seq,coverage,C. albicans,SC5314,B,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_control_III_HapB_density,Shivarathri et al WT control (biol rep III; hap B) density,"Read density, SC5314 control",control,Gene Expression,RNA-Seq,density,C. albicans,SC5314,B,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_casp_15min_III_HapB_alignments,Shivarathri et al DGE for WT on caspofungin 15 min (biol rep III; hap B) alignments,"Aligned strand-specific single-end reads, SC5314 casp_15",caspofungin 15 min,Gene Expression,RNA-Seq,alignments,C. albicans,SC5314,B,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_casp_15min_III_HapB_coverage,Shivarathri et al DGE for WT on caspofungin 15 min (biol rep III; hap B) coverage,"Read coverage, SC5314 casp_15",caspofungin 15 min,Gene Expression,RNA-Seq,coverage,C. albicans,SC5314,B,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_casp_15min_III_HapB_density,Shivarathri et al DGE for WT on caspofungin 15 min (biol rep III; hap B) density,"Read density, SC5314 casp_15",caspofungin 15 min,Gene Expression,RNA-Seq,density,C. albicans,SC5314,B,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_casp_45min_III_HapB_alignments,Shivarathri et al DGE for WT on caspofungin 45 min (biol rep III; hap B) alignments,"Aligned strand-specific single-end reads, SC5314 casp_45",caspofungin 45 min,Gene Expression,RNA-Seq,alignments,C. albicans,SC5314,B,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_casp_45min_III_HapB_coverage,Shivarathri et al DGE for WT on caspofungin 45 min (biol rep III; hap B) coverage,"Read coverage, SC5314 casp_45",caspofungin 45 min,Gene Expression,RNA-Seq,coverage,C. albicans,SC5314,B,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_WT_casp_45min_III_HapB_density,Shivarathri et al DGE for WT on caspofungin 45 min (biol rep III; hap B) density,"Read density, SC5314 casp_45",caspofungin 45 min,Gene Expression,RNA-Seq,density,C. albicans,SC5314,B,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_gcn5_control_III_HapB_alignments,Shivarathri et al gcn5 control (biol rep III; hap B) alignments,"Aligned strand-specific single-end reads, SC5314_gcn5 control",control,Gene Expression,RNA-Seq,alignments,C. albicans,SC5314_gcn5,B,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_gcn5_control_III_HapB_coverage,Shivarathri et al gcn5 control (biol rep III; hap B) coverage,"Read coverage, SC5314_gcn5 control",control,Gene Expression,RNA-Seq,coverage,C. albicans,SC5314_gcn5,B,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_gcn5_control_III_HapB_density,Shivarathri et al gcn5 control (biol rep III; hap B) density,"Read density, SC5314_gcn5 control",control,Gene Expression,RNA-Seq,density,C. albicans,SC5314_gcn5,B,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_gcn5_casp_15min_II_HapB_alignments,Shivarathri et al DGE for gcn5 on caspofungin 15 min (biol rep II; hap B) alignments,"Aligned strand-specific single-end reads, SC5314_gcn5 casp_15",caspofungin 15 min,Gene Expression,RNA-Seq,alignments,C. albicans,SC5314_gcn5,B,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_gcn5_casp_15min_II_HapB_coverage,Shivarathri et al DGE for gcn5 on caspofungin 15 min (biol rep II; hap B) coverage,"Read coverage, SC5314_gcn5 casp_15",caspofungin 15 min,Gene Expression,RNA-Seq,coverage,C. albicans,SC5314_gcn5,B,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_gcn5_casp_15min_II_HapB_density,Shivarathri et al DGE for gcn5 on caspofungin 15 min (biol rep II; hap B) density,"Read density, SC5314_gcn5 casp_15",caspofungin 15 min,Gene Expression,RNA-Seq,density,C. albicans,SC5314_gcn5,B,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_gcn5_casp_45min_II_HapB_alignments,Shivarathri et al DGE for gcn5 on caspofungin 45 min (biol rep II; hap B) alignments,"Aligned strand-specific single-end reads, SC5314_gcn5 casp_45",caspofungin 45 min,Gene Expression,RNA-Seq,alignments,C. albicans,SC5314_gcn5,B,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_gcn5_casp_45min_II_HapB_coverage,Shivarathri et al DGE for gcn5 on caspofungin 45 min (biol rep II; hap B) coverage,"Read coverage, SC5314_gcn5 casp_45",caspofungin 45 min,Gene Expression,RNA-Seq,coverage,C. albicans,SC5314_gcn5,B,Shivarathri,31263212
,,,,,,,,,,,
Shivarathri_gcn5_casp_45min_II_HapB_density,Shivarathri et al DGE for gcn5 on caspofungin 45 min (biol rep II; hap B) density,"Read density, SC5314_gcn5 casp_45",caspofungin 45 min,Gene Expression,RNA-Seq,density,C. albicans,SC5314_gcn5,B,Shivarathri,31263212
,,,,,,,,,,,
Rai_CEC4665_1_HapA_alignments,Rai et al strain CEC4665 (biol rep 1; hap A) alignments,"Aligned strand-specific single-end reads, CEC4665 control",control,Gene Expression,RNA-Seq,Aligned reads,Candida albicans,CEC4665,A,Rai,38905306
Rai_CEC4665_1_HapA_coverage,Rai et al strain CEC4665 (biol rep 1; hap A) coverage,"Read coverage, CEC4665 control",control,Gene Expression,RNA-Seq,Coverage plot,Candida albicans,CEC4665,A,Rai,38905306
Rai_CEC4665_1_HapA_density,Rai et al strain CEC4665 (biol rep 1; hap A) density,"Read density, CEC4665 control",control,Gene Expression,RNA-Seq,Density plot,Candida albicans,CEC4665,A,Rai,38905306
Rai_CEC4665_2_HapA_alignments,Rai et al strain CEC4665 (biol rep 2; hap A) alignments,"Aligned strand-specific single-end reads, CEC4665 control",control,Gene Expression,RNA-Seq,Aligned reads,Candida albicans,CEC4665,A,Rai,38905306
Rai_CEC4665_2_HapA_coverage,Rai et al strain CEC4665 (biol rep 2; hap A) coverage,"Read coverage, CEC4665 control",control,Gene Expression,RNA-Seq,Coverage plot,Candida albicans,CEC4665,A,Rai,38905306
Rai_CEC4665_2_HapA_density,Rai et al strain CEC4665 (biol rep 2; hap A) density,"Read density, CEC4665 control",control,Gene Expression,RNA-Seq,Density plot,Candida albicans,CEC4665,A,Rai,38905306
Rai_CEC4665_3_HapA_alignments,Rai et al strain CEC4665 (biol rep 3; hap A) alignments,"Aligned strand-specific single-end reads, CEC4665 control",control,Gene Expression,RNA-Seq,Aligned reads,Candida albicans,CEC4665,A,Rai,38905306
Rai_CEC4665_3_HapA_coverage,Rai et al strain CEC4665 (biol rep 3; hap A) coverage,"Read coverage, CEC4665 control",control,Gene Expression,RNA-Seq,Coverage plot,Candida albicans,CEC4665,A,Rai,38905306
Rai_CEC4665_3_HapA_density,Rai et al strain CEC4665 (biol rep 3; hap A) density,"Read density, CEC4665 control",control,Gene Expression,RNA-Seq,Density plot,Candida albicans,CEC4665,A,Rai,38905306
Rai_SN152_1_HapA_alignments,Rai et al strain SN152 (biol rep 1; hap A) alignments,"Aligned strand-specific single-end reads, SN152 control",control,Gene Expression,RNA-Seq,Aligned reads,Candida albicans,SN152,A,Rai,38905306
Rai_SN152_1_HapA_coverage,Rai et al strain SN152 (biol rep 1; hap A) coverage,"Read coverage, SN152  control",control,Gene Expression,RNA-Seq,Coverage plot,Candida albicans,SN152,A,Rai,38905306
Rai_SN152_1_HapA_density,Rai et al strain SN152 (biol rep 1; hap A) density,"Read density, SN152  control",control,Gene Expression,RNA-Seq,Density plot,Candida albicans,SN152,A,Rai,38905306
Rai_SN152_2_HapA_alignments,Rai et al strain SN152 (biol rep 2; hap A) alignments,"Aligned strand-specific single-end reads, SN152 control",control,Gene Expression,RNA-Seq,Aligned reads,Candida albicans,SN152,A,Rai,38905306
Rai_SN152_2_HapA_coverage,Rai et al strain SN152 (biol rep 2; hap A) coverage,"Read coverage, SN152  control",control,Gene Expression,RNA-Seq,Coverage plot,Candida albicans,SN152,A,Rai,38905306
Rai_SN152_2_HapA_density,Rai et al strain SN152 (biol rep 2; hap A) density,"Read density, SN152  control",control,Gene Expression,RNA-Seq,Density plot,Candida albicans,SN152,A,Rai,38905306
Rai_SN152_3_HapA_alignments,Rai et al strain SN152 (biol rep 3; hap A) alignments,"Aligned strand-specific single-end reads, SN152 control",control,Gene Expression,RNA-Seq,Aligned reads,Candida albicans,SN152,A,Rai,38905306
Rai_SN152_3_HapA_coverage,Rai et al strain SN152 (biol rep 3; hap A) coverage,"Read coverage, SN152  control",control,Gene Expression,RNA-Seq,Coverage plot,Candida albicans,SN152,A,Rai,38905306
Rai_SN152_3_HapA_density,Rai et al strain SN152 (biol rep 3; hap A) density,"Read density, SN152  control",control,Gene Expression,RNA-Seq,Density plot,Candida albicans,SN152,A,Rai,38905306
Rai_TetO_ZCF15_1_HapA_alignments,Rai et al strain TetO_ZCF15 (biol rep 1; hap A) alignments,"Aligned strand-specific single-end reads, ZCF15 overexpression",overexpression,Gene Expression,RNA-Seq,Aligned reads,Candida albicans,TetO_ZCF15,A,Rai,38905306
Rai_TetO_ZCF15_1_HapA_coverage,Rai et al strain TetO_ZCF15 (biol rep 1; hap A) coverage,"Read coverage, ZCF15 overexpression",overexpression,Gene Expression,RNA-Seq,Coverage plot,Candida albicans,TetO_ZCF15,A,Rai,38905306
Rai_TetO_ZCF15_1_HapA_density,Rai et al strain TetO_ZCF15 (biol rep 1; hap A) density,"Read density, ZCF15 overexpression",overexpression,Gene Expression,RNA-Seq,Density plot,Candida albicans,TetO_ZCF15,A,Rai,38905306
Rai_TetO_ZCF15_2_HapA_alignments,Rai et al strain TetO_ZCF15 (biol rep 2; hap A) alignments,"Aligned strand-specific single-end reads, ZCF15 overexpression",overexpression,Gene Expression,RNA-Seq,Aligned reads,Candida albicans,TetO_ZCF15,A,Rai,38905306
Rai_TetO_ZCF15_2_HapA_coverage,Rai et al strain TetO_ZCF15 (biol rep 2; hap A) coverage,"Read coverage, ZCF15 overexpression",overexpression,Gene Expression,RNA-Seq,Coverage plot,Candida albicans,TetO_ZCF15,A,Rai,38905306
Rai_TetO_ZCF15_2_HapA_density,Rai et al strain TetO_ZCF15 (biol rep 2; hap A) density,"Read density, ZCF15 overexpression",overexpression,Gene Expression,RNA-Seq,Density plot,Candida albicans,TetO_ZCF15,A,Rai,38905306
Rai_TetO_ZCF15_3_HapA_alignments,Rai et al strain TetO_ZCF15 (biol rep 3; hap A) alignments,"Aligned strand-specific single-end reads, ZCF15 overexpression",overexpression,Gene Expression,RNA-Seq,Aligned reads,Candida albicans,TetO_ZCF15,A,Rai,38905306
Rai_TetO_ZCF15_3_HapA_coverage,Rai et al strain TetO_ZCF15 (biol rep 3; hap A) coverage,"Read coverage, ZCF15 overexpression",overexpression,Gene Expression,RNA-Seq,Coverage plot,Candida albicans,TetO_ZCF15,A,Rai,38905306
Rai_TetO_ZCF15_3_HapA_density,Rai et al strain TetO_ZCF15 (biol rep 3; hap A) density,"Read density, ZCF15 overexpression",overexpression,Gene Expression,RNA-Seq,Density plot,Candida albicans,TetO_ZCF15,A,Rai,38905306
Rai_TetO_ZCF26_1_HapA_alignments,Rai et al strain TetO_ZCF26 (biol rep 1; hap A) alignments,"Aligned strand-specific single-end reads, ZCF26 overexpression",overexpression,Gene Expression,RNA-Seq,Aligned reads,Candida albicans,TetO_ZCF26,A,Rai,38905306
Rai_TetO_ZCF26_1_HapA_coverage,Rai et al strain TetO_ZCF26 (biol rep 1; hap A) coverage,"Read coverage, ZCF26 overexpression",overexpression,Gene Expression,RNA-Seq,Coverage plot,Candida albicans,TetO_ZCF26,A,Rai,38905306
Rai_TetO_ZCF26_1_HapA_density,Rai et al strain TetO_ZCF26 (biol rep 1; hap A) density,"Read density, ZCF26 overexpression",overexpression,Gene Expression,RNA-Seq,Density plot,Candida albicans,TetO_ZCF26,A,Rai,38905306
